Article ID,Article Title,User Name,Resolve?,Include,Country,Exposure_Route,Chemical,Exposure  Model - new,Exposure_Model,Known models,Analysis  Method,Programming / Statistical analysis,Data,Population study,scope of study,year_of_study,Notes,User Note,Title,Journal,Authors
91158521,Perfluorinated alkylated substances in vegetables collected in four European countries; occurrence and human exposure estimations,gunn.vist,,TRUE,EU,Oral,PFASs,Mathematical model,,,probabilistic,not reported,"Concentration,Consumption",population analysis,human exposure (HE) estimates only,2010,,,Perfluorinated alkylated substances in vegetables collected in four European countries; occurrence and human exposure estimations,Environ. Sci. Pollut. Res. Int.,"Herzke, D.; Huber, S.; Bervoets, L.; D'Hollander, W.; Hajslova, J.; Pulkrabova, J.; Brambilla, G.; De Filippis, S. P.; Klenow, S.; Heinemeyer, G.; de Voogt, P."
91158521,Perfluorinated alkylated substances in vegetables collected in four European countries; occurrence and human exposure estimations,tom+ontox-api,,,EU,Oral,,,Deterministic,,,,,,,,,,Perfluorinated alkylated substances in vegetables collected in four European countries; occurrence and human exposure estimations,Environ. Sci. Pollut. Res. Int.,"Herzke, D.; Huber, S.; Bervoets, L.; D'Hollander, W.; Hajslova, J.; Pulkrabova, J.; Brambilla, G.; De Filippis, S. P.; Klenow, S.; Heinemeyer, G.; de Voogt, P."
91158521,Perfluorinated alkylated substances in vegetables collected in four European countries; occurrence and human exposure estimations,Maria.Kalyva,,TRUE,EU,Oral,PFASs,Empirical equations,,,deterministic,not reported,"Concentration,Frequency",population analysis,human exposure (HE) estimates only,2010,,,Perfluorinated alkylated substances in vegetables collected in four European countries; occurrence and human exposure estimations,Environ. Sci. Pollut. Res. Int.,"Herzke, D.; Huber, S.; Bervoets, L.; D'Hollander, W.; Hajslova, J.; Pulkrabova, J.; Brambilla, G.; De Filippis, S. P.; Klenow, S.; Heinemeyer, G.; de Voogt, P."
91158522,High-throughput exposure modeling to support prioritization of chemicals in personal care products,gunn.vist,,TRUE,North America,Dermal,Cosmetic ingredients,Mathematical model,,USEtox,probabilistic,not reported,"Other,Duration,Amount",individual,human exposure (HE) estimates only,,Data:skin permeability coefficient,,High-throughput exposure modeling to support prioritization of chemicals in personal care products,Chemosphere,"Csiszar, S. A.; Ernstoff, A. S.; Fantke, P.; Meyer, D. E.; Jolliet, O."
91158522,High-throughput exposure modeling to support prioritization of chemicals in personal care products,tom+ontox-api,,,North America,"Dermal,Inhalation",,,"Deterministic,Probabilistic",,,,,,,,,,High-throughput exposure modeling to support prioritization of chemicals in personal care products,Chemosphere,"Csiszar, S. A.; Ernstoff, A. S.; Fantke, P.; Meyer, D. E.; Jolliet, O."
91158522,High-throughput exposure modeling to support prioritization of chemicals in personal care products,Maria.Kalyva,,TRUE,North America,Dermal,Cosmetic ingredients,Mathematical model,,"USEtox,SHEDS-multimedia EPA",probabilistic,," Rate,Duration",individual,"HE associated with risk assessment,validation biomonitoring",2020,"Data:fraction of the product, body weight",,High-throughput exposure modeling to support prioritization of chemicals in personal care products,Chemosphere,"Csiszar, S. A.; Ernstoff, A. S.; Fantke, P.; Meyer, D. E.; Jolliet, O."
91158523,Cleaning Products Fact Sheet: Default parameters for estimating consumer exposure: Updated version 2018,tom+ontox-api,,,EU,"Dermal,Inhalation",,,Probabilistic,,,,,,,,,,Cleaning Products Fact Sheet: Default parameters for estimating consumer exposure: Updated version 2018,National Institute for Public Health and the Environment,"Meesters, J. A. J.; Nijkamp, M. M.; Schuur, A. G.; te Biesebeek, J. D."
91158523,Cleaning Products Fact Sheet: Default parameters for estimating consumer exposure: Updated version 2018,trine.husoy,,TRUE,,,,,,,,,,,,,,,Cleaning Products Fact Sheet: Default parameters for estimating consumer exposure: Updated version 2018,National Institute for Public Health and the Environment,"Meesters, J. A. J.; Nijkamp, M. M.; Schuur, A. G.; te Biesebeek, J. D."
91158523,Cleaning Products Fact Sheet: Default parameters for estimating consumer exposure: Updated version 2018,Maria.Kalyva,,TRUE,EU,"Dermal,Inhalation",Cosmetic ingredients,Mathematical model,Probabilistic,ConsExpo RIVM,probabilistic,not reported," Rate,Duration,Frequency,Factor,Amount",population analysis,human exposure (HE) estimates only,2016,"Chemical:Cleaning products; Data:area, frequency",,Cleaning Products Fact Sheet: Default parameters for estimating consumer exposure: Updated version 2018,National Institute for Public Health and the Environment,"Meesters, J. A. J.; Nijkamp, M. M.; Schuur, A. G.; te Biesebeek, J. D."
91158524,Predictive modelling of the exposure to steviol glycosides in Irish patients aged 1-3 years with phenylketonuria and cow's milk protein allergy,gunn.vist,,TRUE,EU,Oral,Food additive,Toolbox,,other,probabilistic,not reported,"Concentration,Consumption",cohort,human exposure (HE) estimates only,2010,,,Predictive modelling of the exposure to steviol glycosides in Irish patients aged 1-3 years with phenylketonuria and cow's milk protein allergy,Food Addit. Contam. Part A-Chem.,"O'Sullivan, A. J.; Pigat, S.; O'Mahony, C.; Gibney, M. J.; McKevitt, A. I."
91158524,Predictive modelling of the exposure to steviol glycosides in Irish patients aged 1-3 years with phenylketonuria and cow's milk protein allergy,tom+ontox-api,,,EU,Oral,,,"Probabilistic,Statistical",,,,,,,,,,Predictive modelling of the exposure to steviol glycosides in Irish patients aged 1-3 years with phenylketonuria and cow's milk protein allergy,Food Addit. Contam. Part A-Chem.,"O'Sullivan, A. J.; Pigat, S.; O'Mahony, C.; Gibney, M. J.; McKevitt, A. I."
91158524,Predictive modelling of the exposure to steviol glycosides in Irish patients aged 1-3 years with phenylketonuria and cow's milk protein allergy,Maria.Kalyva,,TRUE,EU,Oral,Food additive,Toolbox,,other,probabilistic,not reported,"Concentration,Consumption",cohort,human exposure (HE) estimates only,2010,Chemical:steviol glycosides; Known models:Creme Food Safety,,Predictive modelling of the exposure to steviol glycosides in Irish patients aged 1-3 years with phenylketonuria and cow's milk protein allergy,Food Addit. Contam. Part A-Chem.,"O'Sullivan, A. J.; Pigat, S.; O'Mahony, C.; Gibney, M. J.; McKevitt, A. I."
91158525,Quantification of changes in chemical pesticide human health risk following the introduction of Bt cotton and herbicide-tolerant soybean: A case study,tom+ontox-api,,,North America,"Oral,Dermal,Inhalation",,,"Deterministic,Probabilistic,Not determined",,,,,,,,,,Quantification of changes in chemical pesticide human health risk following the introduction of Bt cotton and herbicide-tolerant soybean: A case study,Hum. Ecol. Risk Assess.,"Zhou, Y.; Kastenberg, W. E."
91158525,Quantification of changes in chemical pesticide human health risk following the introduction of Bt cotton and herbicide-tolerant soybean: A case study,Maria.Kalyva,,TRUE,,,,,,,,,,,,,"Chemical:Pesticide (Bacillus thuringiensis (Bt) cotton, herbicide-tolerant (HT) soybean); Known models:CalTOX; Programming / Statistical analysis:CrystalBallTM Oracle",,Quantification of changes in chemical pesticide human health risk following the introduction of Bt cotton and herbicide-tolerant soybean: A case study,Hum. Ecol. Risk Assess.,"Zhou, Y.; Kastenberg, W. E."
91158525,Quantification of changes in chemical pesticide human health risk following the introduction of Bt cotton and herbicide-tolerant soybean: A case study,graciela.lopezsoop,,TRUE,North America,"Oral,Dermal,Inhalation",Pesticide,Mathematical model,,,probabilistic,CrystalBallTM Oracle,"Dose,Duration",population analysis,HE associated with risk assessment,2005,,,Quantification of changes in chemical pesticide human health risk following the introduction of Bt cotton and herbicide-tolerant soybean: A case study,Hum. Ecol. Risk Assess.,"Zhou, Y.; Kastenberg, W. E."
91158526,Potential health risk assessment of toxic metals contamination in clay eaten as pica (geophagia) among pregnant women of Ho in the Volta Region of Ghana,gunn.vist,,TRUE,Africa,Oral,"Metals,Food additive",Mathematical model,,,probabilistic,other,"Concentration,Frequency,Consumption",population analysis,HE associated with other health outcomes,,,,Potential health risk assessment of toxic metals contamination in clay eaten as pica (geophagia) among pregnant women of Ho in the Volta Region of Ghana,BMC Pregnancy Childbirth,"Kortei, N. K.; Koryo-Dabrah, A.; Akonor, P. T.; Manaphraim, N. Y. B.; Ayim-Akonor, M.; Boadi, N. O.; Essuman, E. K.; Tettey, C."
91158526,Potential health risk assessment of toxic metals contamination in clay eaten as pica (geophagia) among pregnant women of Ho in the Volta Region of Ghana,tom+ontox-api,,,Africa,Oral,,,Statistical,,,,,,,,,,Potential health risk assessment of toxic metals contamination in clay eaten as pica (geophagia) among pregnant women of Ho in the Volta Region of Ghana,BMC Pregnancy Childbirth,"Kortei, N. K.; Koryo-Dabrah, A.; Akonor, P. T.; Manaphraim, N. Y. B.; Ayim-Akonor, M.; Boadi, N. O.; Essuman, E. K.; Tettey, C."
91158526,Potential health risk assessment of toxic metals contamination in clay eaten as pica (geophagia) among pregnant women of Ho in the Volta Region of Ghana,Maria.Kalyva,,TRUE,Africa,Oral,Metals,Empirical equations,,,"deterministic,statistical",other,"Concentration,Consumption",population analysis,HE associated with other health outcomes,2020,"Chemical:iron (Fe), copper (Cu), zinc (Zn), potassium (K), magnesium (Mg) and sodium (Na), arsenic (As), manganese (Mn), lead (Pb) and nickel (Ni); Programming / Statistical analysis:SPSS; Data:body weight",,Potential health risk assessment of toxic metals contamination in clay eaten as pica (geophagia) among pregnant women of Ho in the Volta Region of Ghana,BMC Pregnancy Childbirth,"Kortei, N. K.; Koryo-Dabrah, A.; Akonor, P. T.; Manaphraim, N. Y. B.; Ayim-Akonor, M.; Boadi, N. O.; Essuman, E. K.; Tettey, C."
91158527,Human intake fractions of pesticides via greenhouse tomato consumption: Comparing model estimates with measurements for Captan,tom+ontox-api,,,EU,Oral,,,Statistical,,,,,,,,,,Human intake fractions of pesticides via greenhouse tomato consumption: Comparing model estimates with measurements for Captan,Chemosphere,"Juraske, R.; Anton, A.; Castells, F.; Huijbregts, M. A. J."
91158527,Human intake fractions of pesticides via greenhouse tomato consumption: Comparing model estimates with measurements for Captan,trine.husoy,,TRUE,EU,Oral,Pesticide,Empirical equations,,,deterministic,,"Concentration,Factor,Amount",population analysis,human exposure (HE) estimates only,2007,,,Human intake fractions of pesticides via greenhouse tomato consumption: Comparing model estimates with measurements for Captan,Chemosphere,"Juraske, R.; Anton, A.; Castells, F.; Huijbregts, M. A. J."
91158527,Human intake fractions of pesticides via greenhouse tomato consumption: Comparing model estimates with measurements for Captan,Maria.Kalyva,,TRUE,EU,Oral,Pesticide,Empirical equations,,,deterministic,not reported,"Concentration,Factor,Amount",population analysis,human exposure (HE) estimates only,2007,Chemical:Captan; Data:yield,,Human intake fractions of pesticides via greenhouse tomato consumption: Comparing model estimates with measurements for Captan,Chemosphere,"Juraske, R.; Anton, A.; Castells, F.; Huijbregts, M. A. J."
91158528,First measurement of human exposure to current use pesticides (CUPs) in the atmosphere of central Chile: The case study of Mauco cohort,tom+ontox-api,,,South America,Inhalation,,,Deterministic,,,,,,,,,,First measurement of human exposure to current use pesticides (CUPs) in the atmosphere of central Chile: The case study of Mauco cohort,Atmos. Pollut. Res.,"Cortes, S.; Pozo, K.; Llanos, Y.; Martinez, N.; Foerster, C.; Leiva, C.; Ustariz, J.; Pribylova, P.; Klanova, J.; Jorquera, H."
91158528,First measurement of human exposure to current use pesticides (CUPs) in the atmosphere of central Chile: The case study of Mauco cohort,Maria.Kalyva,,TRUE,,,,,,,,,,,,,Known models:Exposure Factors Interactive Resource for Scenarios Tool (ExpoFIRST); Data:averaging time,,First measurement of human exposure to current use pesticides (CUPs) in the atmosphere of central Chile: The case study of Mauco cohort,Atmos. Pollut. Res.,"Cortes, S.; Pozo, K.; Llanos, Y.; Martinez, N.; Foerster, C.; Leiva, C.; Ustariz, J.; Pribylova, P.; Klanova, J.; Jorquera, H."
91158528,First measurement of human exposure to current use pesticides (CUPs) in the atmosphere of central Chile: The case study of Mauco cohort,graciela.lopezsoop,,TRUE,South America,Inhalation,Pesticide,Script/Software,,other,deterministic,not reported,"Concentration, Rate,Duration,Frequency,Other",cohort,HE associated with risk assessment,2015,Data:body weight; Known models:ExpoFIRST,,First measurement of human exposure to current use pesticides (CUPs) in the atmosphere of central Chile: The case study of Mauco cohort,Atmos. Pollut. Res.,"Cortes, S.; Pozo, K.; Llanos, Y.; Martinez, N.; Foerster, C.; Leiva, C.; Ustariz, J.; Pribylova, P.; Klanova, J.; Jorquera, H."
91158529,Exposure apportionment: Ranking food items by their contribution to dietary exposure,tom+ontox-api,,,North America,Oral,,,"Deterministic,Statistical",,,,,,,,,,Exposure apportionment: Ranking food items by their contribution to dietary exposure,J. Expo. Anal. Environ. Epidemiol.,"Moschandreas, D. J.; Karuchit, S.; Berry, M. R.; O'Rourke, M. K.; Lo, D.; Lebowitz, M. D.; Robertson, G."
91158529,Exposure apportionment: Ranking food items by their contribution to dietary exposure,trine.husoy,,TRUE,,,,,,,,,Amount,,,,,,Exposure apportionment: Ranking food items by their contribution to dietary exposure,J. Expo. Anal. Environ. Epidemiol.,"Moschandreas, D. J.; Karuchit, S.; Berry, M. R.; O'Rourke, M. K.; Lo, D.; Lebowitz, M. D.; Robertson, G."
91158529,Exposure apportionment: Ranking food items by their contribution to dietary exposure,Maria.Kalyva,,TRUE,North America,Oral,"Pesticide,Metals",Script/Software,"Deterministic,Statistical",other,"deterministic,statistical",other,"Concentration,Consumption",population analysis,human exposure (HE) estimates only,2002,Programming / Statistical analysis:CrystalBallTM Oracle; Known models:Exposure Potential Model (DEPM); Data:body weight,,Exposure apportionment: Ranking food items by their contribution to dietary exposure,J. Expo. Anal. Environ. Epidemiol.,"Moschandreas, D. J.; Karuchit, S.; Berry, M. R.; O'Rourke, M. K.; Lo, D.; Lebowitz, M. D.; Robertson, G."
